	conc_label_wx	conc_label_utf	conc_in_eng	mrs_conc
53804	sAmarWya_6	सामर्थ्य_6	money_13	_money_n_1
53805	sAmAna_6	सामान_6	things_5	_thing_n_of-about
53806	sAmAna_7	सामान_7	possessions_6	_possession_n_of
53807	sAmAna_8	सामान_8	furniture_2	_furniture_n_1
53808	sAmAna_9	सामान_9	equipment_6	_equipment_n_1
53809	sAmAna_10	सामान_10	utensils_2	_utensil_n_1
53810	sAmAna_11	सामान_11	tools_1	_tool_n_1
53811	sAmAna_12	सामान_12	materials_5	_material_n_1
53812	sAmAna_13	सामान_13	supplies_4	_supply_n_1
53813	sAmAna_14	सामान_14	provisions_6	_provision_n_1
53814	sAmAna_15	सामान_15	food_18	_food_n_1
53815	sAmAna_16	सामान_16	provision_6	_provision_n_1
53816	sAmAnya_6	सामान्य_6	ordinary_5	_ordinary_a_1
53817	sAmAnya_7	सामान्य_7	commonplace_2	_commonplace_a_1
53818	sAmAnya_8	सामान्य_8	inferior_13	_inferior_a_1
53819	sAmAnya_9	सामान्य_9	insignificant_7	_insignificant_a_1
53820	sAmAnyIkaraNa_1	सामान्यीकरण_1	generalisation_1	_generalisation/NN_u_unknown
53821	sAmAnyIkaraNa_2	सामान्यीकरण_2	generalisation_2	_generalisation/NN_u_unknown
53822	sAmI_2	सामी_2	ferrule_2	_ferrule/NN_u_unknown
53823	sAmuxra_1	सामुद्र_1	maritime_2	_maritime_a_1
53824	sAmuxrika_2	सामुद्रिक_2	fortunetelling_3	_fortunetelling/NN_u_unknown
53825	sAmuxrikI_1	सामुद्रिकी_1	fortuneteller_3	_fortuneteller/NN_u_unknown
53826	sAmya_6	साम्य_6	sameness_2	_sameness_n_1
53827	sAmya_7	साम्य_7	parity_2	_parity_n_1
53828	sAmya_8	साम्य_8	harmony_12	_harmony_n_1
53829	sAmya_9	साम्य_9	concord_5	named
53830	sAmya_10	साम्य_10	evenness_2	_evenness/NN_u_unknown
53831	sAmya_11	साम्य_11	equability_1	_equability/NN_u_unknown
53832	sAmya_12	साम्य_12	impartiality_3	_impartiality/NN_u_unknown
53833	sAmya_13	साम्य_13	indifference_14	_indifference_n_1
53834	sAmyavAxa˚I_1	साम्यवाद˚ई_1	communist_1	_communist_a_1
53835	sAmrAjyaSAhI_1	साम्राज्यशाही_1	imperialism_1	_imperialism/NN_u_unknown
53836	sAmrAjyavAxa˚I_1	साम्राज्यवाद˚ई_1	imperialist_1	udef_q
53837	sAmrAjyavAxa˚I_2	साम्राज्यवाद˚ई_2	imperialist_2	_imperialist/NN_u_unknown
53838	sAyaM_1	सायं_1	usu_1	_usu/NN_u_unknown
53839	sAyaMkAla_2	सायंकाल_2	evening_8	_evening_n_of
53840	sAyaM-saMXyA_1	सायं-संध्या_1	evening_9	_evening_n_of
53841	sAya_1	साय_1	end_29	_end_n_of
53842	sAya_2	साय_2	evening_10	_evening_n_of
53843	sAyara_1	सायर_1	sea_3	_sea_n_of
53844	sAyara_2	सायर_2	ocean_6	_ocean_n_1
53845	sAyara_3	सायर_3	contingent_1	_contingent_a_1
53846	sAyara_4	सायर_4	m_459	_meter_n_1
53847	sAyA_7	साया_7	apparition_2	_apparition/NN_u_unknown
53848	sAyA++padZanA_1	साया++पड़ना_1	shadow_6	_shadow_n_1
53849	sAyA+honA_1	साया+होना_1	influence_12	_influence_n_1
53850	sAyAxAra_1	सायादार_1	shady_1	_shady_a_1
53851	sAyAxAra_2	सायादार_2	protector_15	_protector/NN_u_unknown
53852	sAyAbAna_1	सायाबान_1	canopy_6	_canopy_n_1
53853	sAyAbAna_2	सायाबान_2	sunshade_1	_sunshade/NN_u_unknown
53854	sAyAbAna_3	सायाबान_3	shed_7	_shed_n_1
53855	sAyA_8	साया_8	undershirt_1	_undershirt_n_1
53856	sAyAsa_1	सायास_1	painstakingly_2	_painstakingly/RB_u_unknown
53857	sAraMga_2	सारंग_2	dappled_1	_dappled/JJ_u_unknown
53858	sAraMga_3	सारंग_3	spotted_5	_spot_v_1
53859	sAraMga_4	सारंग_4	spotted_6	parg_d
53860	sAraMga_5	सारंग_5	coloured_9	_color_v_1
53861	sAraMga_6	सारंग_6	coloured_10	parg_d
53862	sAraMga_7	सारंग_7	gaudy_2	_gaudy/JJ_u_unknown
53863	sAraMga_8	सारंग_8	attractive_9	_attractive_a_1
53864	sAraMga_9	सारंग_9	charming_38	_charming_a_1
53865	sAraMga_10	सारंग_10	koel_1	_koel/JJ_u_unknown
53866	sAraMga_11	सारंग_11	lotus_7	proper_q
53867	sAraMga_12	सारंग_12	lotus_8	named
53868	sAraMga_13	सारंग_13	gold_4	_gold_a_1
53869	sAraMga_14	सारंग_14	camphor_4	udef_q
53870	sAraMga_15	सारंग_15	camphor_5	_camphor_n_1
53871	sAra_9	सार_9	heart_14	_heart_n_1
53872	sAra_10	सार_10	core_2	_core_n_1
53873	sAra_11	सार_11	marrow_5	_marrow/NN_u_unknown
53874	sAra_12	सार_12	sap_7	_sap_n_1
53875	sAra_13	सार_13	sense_10	_sense_n_of
53876	sAra_14	सार_14	content_8	_content_n_1
53877	sAra_15	सार_15	f_348	named
53878	sAra_16	सार_16	H_4	_hour_n_1
53879	sAra-garBiwa_1	सार-गर्भित_1	substantial_1	_substantial_a_1
53880	sAra-garBiwa_2	सार-गर्भित_2	significant_2	_significant_a_for
53881	sAra-grAhI˚-grAhiNI_1	सार-ग्राही˚-ग्राहिणी_1	f_349	named
53882	sAravAna_1	सारवान_1	contribution_5	_contribution_n_of
53883	sAra-saMgraha_1	सार-संग्रह_1	digest_2	_digest_n_1
53884	sArahIna_1	सारहीन_1	insubstantial_6	_insubstantial_a_1
53885	sArAMSa_5	सारांश_5	synopsis_1	_synopsis_n_1
53886	sAra_17	सार_17	formant_6	_formant/JJ_u_unknown
53887	sAraka_1	सारक_1	laxative_3	_laxative_a_1
53888	sAraka_2	सारक_2	purgative_3	_purgative/JJ_u_unknown
53889	sAraNa_1	सारण_1	purging_3	_purge_v_1
53890	sAraNa_2	सारण_2	purging_4	nominalization
53891	sAraNI_3	सारणी_3	tabulation_1	_tabulation/NN_u_unknown
53892	samaya-sAraNI_1	समय-सारणी_1	timetable_3	_timetable_n_of
53893	sAraWI_1	सारथी_1	charioteer_4	_charioteer_n_1
53894	sAra_18	सार_18	exhaust_6	udef_q
53895	sAra_19	सार_19	exhaust_7	_exhaust_n_1
53896	sAra_20	सार_20	achieve_2	_achieve_v_1
53897	sAra_21	सार_21	perfect_4	_perfect_a_1
53898	sArabAna_1	सारबान_1	cameldriver_1	_cameldriver/NN_u_unknown
53899	sArA+sAre+kA+_1	सारा+सारे+का+_1	whole_11	_whole_a_1
53900	sArA_4	सारा_4	custom_21	_custom_n_of
53901	sArA_5	सारा_5	usage_17	_usage_n_of
53902	sArA_6	सारा_6	shaft_8	_shaft_n_1
53903	sAri_1	सारि_1	dice_6	_die_n_1
53904	sArikA_1	सारिका_1	starling_2	_starling/NN_u_unknown
53905	sArikA_2	सारिका_2	mynah_3	_mynah_n_1
53906	sAriKa_1	सारिख_1	compare_7	_compare_v_1
53907	sAriKa_2	सारिख_2	liken_1	udef_q
53908	sAriKa_3	सारिख_3	liken_2	_liken/NN_u_unknown
53909	sAriKA_1	सारिखा_1	ppn_27	_ppn/JJ_u_unknown
53910	sArI_1	सारी_1	mynah_4	_mynah_n_1
53911	sArI_2	सारी_2	reg_426	_reg/NN_u_unknown
53912	sAro_1	सारो_1	starling_3	_starling/NN_u_unknown
53913	sAro_2	सारो_2	mynah_5	_mynah_n_1
53914	sArWa_3	सार्थ_3	herd_5	_herd_n_of
53915	sArWa_4	सार्थ_4	flock_12	_flock_n_of
53916	sArWaka_4	सार्थक_4	purpose_12	udef_q
53917	sArWaka_5	सार्थक_5	purpose_13	_purpose_n_1
53918	sArWaka_6	सार्थक_6	effectual_1	_effectual/JJ_u_unknown
53919	sArWaka_7	सार्थक_7	profitable_7	_profitable_a_for
53920	sArWakawA_1	सार्थकता_1	significance_4	_significance_n_1
53921	sArWakawA_2	सार्थकता_2	use_23	_use_n_of
53922	sArWakawA_3	सार्थकता_3	purpose_14	_purpose_n_1
53923	sArvajanika_4	सार्वजनिक_4	facility_1	udef_q
53924	sArvajanika_5	सार्वजनिक_5	facility_2	_facility_n_1
53925	sArvajanika_6	सार्वजनिक_6	general_9	_general_a_1
53926	sArvajanika_7	सार्वजनिक_7	widespread_1	_widespread_a_1
53927	sArvajanika_8	सार्वजनिक_8	attitude_11	udef_q
53928	sArvajanika_9	सार्वजनिक_9	attitude_12	_attitude_n_1
53929	sArvajanika_10	सार्वजनिक_10	popular_5	_popular_a_for
53930	sArvajanikawA_1	सार्वजनिकता_1	openness_2	_openness_n_1
53931	sArvajanIna_1	सार्वजनीन_1	universal_5	_universal_a_1
53932	sArvawrika_2	सार्वत्रिक_2	found_9	_find_v_1
53933	sArvawrika_3	सार्वत्रिक_3	found_10	parg_d
53934	sArvawrika_4	सार्वत्रिक_4	everywhere_31	loc_nonsp
53935	sArvawrika_5	सार्वत्रिक_5	everywhere_32	place_n
53936	sArvawrika_6	सार्वत्रिक_6	everywhere_33	every_q
53937	sArvawrika_7	सार्वत्रिक_7	general_10	_general_a_1
53938	sArvaxeSika_1	सार्वदेशिक_1	worldwide_1	_worldwide_a_1
53939	sArvaBOma_2	सार्वभौम_2	worldwide_2	_worldwide_a_1
53940	sArvaBOma_3	सार्वभौम_3	power_41	udef_q
53941	sArvaBOma_4	सार्वभौम_4	power_42	_power_n_1
53942	sArvaBOma+sawwA_1	सार्वभौम+सत्ता_1	paramountcy_1	_paramountcy/NN_u_unknown
53943	sArvaBOmika_2	सार्वभौमिक_2	sovereign_5	_sovereign_a_1
53944	sArvaBOmika_3	सार्वभौमिक_3	unrestricted_4	_unrestricted_a_1
53945	sArvaBOmikawA_1	सार्वभौमिकता_1	universality_1	_universality/NN_u_unknown
53946	sAla-giraha_1	साल-गिरह_1	birthday_2	_birthday_n_1
53947	sAla_5	साल_5	fish_11	_fish_n_1
53948	sAla_6	साल_6	thorn_4	_thorn_n_1
53949	sAla_7	साल_7	affliction_7	_affliction_n_1
53950	sAla_8	साल_8	mortice_2	_mortice/NN_u_unknown
53951	sAla_9	साल_9	EH_64	named
53952	sAlana_1	सालन_1	seasoning_7	_seasoning_n_1
53953	sAlana_2	सालन_2	sauce_4	_sauce_n_1
53954	sAla_10	साल_10	pierce_14	_pierce_v_1
53955	sAla_11	साल_11	bore_6	_bore_v_1
53956	sAlasa_1	सालस_1	langu_5	_langu/JJ_u_unknown
53957	sAlA_1	साला_1	brotherinlaw_3	_brotherinlaw/NN_u_unknown
53958	-sAlA_1	-साला_1	formant_7	_formant/JJ_u_unknown
53959	sAlAnA_3	सालाना_3	annuity_1	_annuity/NN_u_unknown
53960	sAlAra_1	सालार_1	commander_1	_commander_n_of
53961	sAlisa_1	सालिस_1	mediator_4	_mediator/NN_u_unknown
53962	sAlisa_2	सालिस_2	arbitrator_6	_arbitrator_n_1
53963	sAlI_1	साली_1	annual_4	_annual_a_1
53964	sAlI_2	साली_2	sisterinlaw_4	_sisterinlaw/NN_u_unknown
53965	sAlowarI_1	सालोतरी_1	farrier_1	_farrier/NN_u_unknown
53966	sAvaMwI_1	सावंती_1	bravery_8	_bravery/NN_u_unknown
53967	sAvaMwI_2	सावंती_2	valour_7	_valour/NN_u_unknown
53968	sAvakASa_2	सावकाश_2	leisure_6	udef_q
53969	sAvakASa_3	सावकाश_3	leisure_7	_leisure_n_1
53970	sAvakASa_4	सावकाश_4	opportunity_19	udef_q
53971	sAvakASa_5	सावकाश_5	opportunity_20	_opportunity_n_1
53972	sAvadZa_1	सावड़_1	deliveryroom_1	_deliveryroom/NN_u_unknown
53973	sAvaXAna_5	सावधान_5	prudent_6	_prudent_a_for
53974	sAvaXAnI_2	सावधानी_2	attention_16	_attention_n_to
53975	sAvaXAnI_3	सावधानी_3	caution_8	_caution_n_1
53976	sAvaXAnI_4	सावधानी_4	prudence_7	_prudence_n_1
53977	sAvaXAnI++se_1	सावधानी++से_1	attentively_3	_attentive_a_1
53978	sAvaXAnI++se_2	सावधानी++से_2	carefully_1	_careful_a_with-about-of
53979	sAvaXi_2	सावधि_2	deposit_26	udef_q
53980	sAvaXi_3	सावधि_3	deposit_27	_deposit_n_of
53981	sAvanI_1	सावनी_1	ropes_1	_rope_n_1
53982	sAvara_1	सावर_1	deer_4	_deer_n_1
53983	sARtAMga_1	साष्टांग_1	shoulders_2	udef_q
53984	sARtAMga_2	साष्टांग_2	shoulders_3	_shoulder_n_1
53985	sAsa_1	सास_1	motherinlaw_4	_motherinlaw/NN_u_unknown
53986	sAsawa_1	सासत_1	reg_427	_reg/NN_u_unknown
53987	sAsnA_1	सास्ना_1	dewlap_2	_dewlap_n_1
53988	sAha_1	साह_1	merchant_11	_merchant_n_of
53989	sAha_2	साह_2	shopkeeper_4	_shopkeeper/NN_u_unknown
53990	sAha_3	साह_3	banker_7	_banker_n_1
53991	sAha_4	साह_4	bankers_2	_banker_n_1
53992	sAhacarya_5	साहचर्य_5	companionship_4	_companionship/NN_u_unknown
53993	sAhaba_1	साहब_1	possessor_1	_possessor_n_1
53994	sAhaba_2	साहब_2	owner_2	_owner_n_of
53995	sAhaba_3	साहब_3	master_24	_master_n_1
53996	sAhaba_4	साहब_4	European_6	_european_n_1
53997	sAhaba_5	साहब_5	officer_3	_officer_n_1
53998	sAhaba_6	साहब_6	official_5	_official_n_1
53999	sAhaba_7	साहब_7	doctor!_1	_doctor/NN_u_unknown
54000	sAhaba_8	साहब_8	doctor_2	_doctor_n_1
54001	sAhaba_9	साहब_9	God_12	_god_n_1
54002	sAhaba_10	साहब_10	Lord_3	_lord_n_1
54003	sAhaba-bahAxura_1	साहब-बहादुर_1	m_460	_meter_n_1
54004	sAhabA_1	साहबा_1	lady_15	_lady_n_1
54005	sAhabA_2	साहबा_2	dame_1	_dame_n_1
54006	sAhabI_1	साहबी_1	rule_28	_rule_n_of
54007	sAhabI_2	साहबी_2	dominance_1	_dominance_n_of
54008	sAhabI_3	साहबी_3	influence_13	_influence_n_1
54009	sAhabI_4	साहबी_4	lordliness_1	_lordliness/NN_u_unknown
54010	sAhabI_5	साहबी_5	European_7	_european_n_1
54011	sAhabI_6	साहबी_6	ways_5	_way_n_of
54012	sAhasa_8	साहस_8	spirit_10	_spirit_n_1
54013	sAhasa_9	साहस_9	vigour_15	_vigour/NN_u_unknown
54014	sAhasa_10	साहस_10	resoluteness_2	_resoluteness/NN_u_unknown
54015	sAhasa+karake_1	साहस+करके_1	bravely_1	_brave_a_1
54016	sAhasI_2	साहसी_2	bold_10	_bold_a_1
54017	sAhasI_3	साहसी_3	brave_5	_brave_a_1
54018	sAhasI_4	साहसी_4	spirited_2	_spirited_a_1
54019	sAhasI_5	साहसी_5	resolute_2	_resolute_a_1
54020	sAhAyya_1	साहाय्य_1	help_11	_help_n_1
54021	sAhAyya_2	साहाय्य_2	assistance_8	_assistance_n_1
54022	sAhi_1	साहि_1	king_13	_king_n_of
54023	sAhiwya_2	साहित्य_2	genre_3	_genre/NN_u_unknown
54024	sAhiwyakAra_2	साहित्यकार_2	author_3	_author_n_of
54025	sAhiwyewara_1	साहित्येतर_1	genre_4	_genre/NN_u_unknown
54026	sAhila_3	साहिल_3	seashore_2	_seashore_n_1
54027	sAhila_4	साहिल_4	coast_2	_coast_n_1
54028	sAhilI_1	साहिली_1	coastal_1	_coastal_a_1
54029	sAhilI_2	साहिली_2	heron_3	_heron/NN_u_unknown
54030	sAhUkAra˚A_1	साहूकार˚आ_1	moneylending_2	_moneylending/NN_u_unknown
54031	sAhUkAra˚A_2	साहूकार˚आ_2	moneymarket_2	_moneymarket/NN_u_unknown
54032	sAhUkAra˚A_3	साहूकार˚आ_3	exchange_33	_exchange_n_1
54033	sAhUkAra˚A˚I_1	साहूकार˚आ˚ई_1	banking_2	_banking_n_1
54034	sAhUkAra˚A˚I_2	साहूकार˚आ˚ई_2	business_14	_business_n_1
54035	sAhUkAra˚A˚I_3	साहूकार˚आ˚ई_3	commerce_4	_commerce_n_1
54036	sAhUkAra˚A˚I_4	साहूकार˚आ˚ई_4	moneylending_3	_moneylending/NN_u_unknown
54037	sAhUkAra˚A˚I_5	साहूकार˚आ˚ई_5	brokerage_3	_brokerage/NN_u_unknown
54038	siMgadZA_1	सिंगड़ा_1	EH_65	named
54039	siMgA_1	सिंगा_1	horn_6	_horn_n_1
54040	siMgAra_2	सिंगार_2	dress_11	_dress_n_1
54041	siMgAra_3	सिंगार_3	array_8	_array_n_1
54042	siMgAra_4	सिंगार_4	adornment_9	_adornment/NN_u_unknown
54043	siMgAra+karanA_1	सिंगार+करना_1	idol_8	_idol_n_1
54044	siMgAraxAna_1	सिंगारदान_1	toiletcase_1	_toiletcase/NN_u_unknown
54045	siMgAra-patAra_1	सिंगार-पटार_1	adornment_10	_adornment/NN_u_unknown
54046	siMgAra-patAra_2	सिंगार-पटार_2	toilet_2	_toilet_n_1
54047	siMgAra-mejZa_1	सिंगार-मेज़_1	dressingtable_1	_dressingtable/NN_u_unknown
54048	siMgAlA_1	सिंगाला_1	horned_7	compound
54049	siMgAlA_2	सिंगाला_2	horned_8	udef_q
54050	siMgAlA_3	सिंगाला_3	horned_9	_horn_n_1
54051	siMGa_1	सिंघ_1	lion_4	_lion_n_1
54052	siMcana_1	सिंचन_1	watering_5	_water_v_1
54053	siMcana_2	सिंचन_2	watering_6	nominalization
54054	siMcana_3	सिंचन_3	irrigating_1	_irrigate_v_1
54055	siMcana_4	सिंचन_4	irrigating_2	nominalization
54056	siMcAI_2	सिंचाई_2	watering_7	_water_v_1
54057	siMcAI_3	सिंचाई_3	watering_8	nominalization
54058	siMciwa_3	सिंचित_3	watered_1	_water_v_1
54059	siMciwa_4	सिंचित_4	watered_2	parg_d
54060	siMxUra-xAna˚I_1	सिंदूर-दान˚ई_1	vermilionbox_1	_vermilionbox/NN_u_unknown
54061	siMxUriyA_1	सिंदूरिया_1	vermilioncoloured_1	_vermilioncoloured/VBN_u_unknown
54062	siMxUriyA_2	सिंदूरिया_2	vermilioncoloured_2	parg_d
54063	siMxUriyA_3	सिंदूरिया_3	sweetsmelling_1	_sweetsmelling/NN_u_unknown
54064	siMxUrI_1	सिंदूरी_1	vermilioncoloured_3	_vermilioncoloured/VBN_u_unknown
54065	siMxUrI_2	सिंदूरी_2	vermilioncoloured_4	parg_d
54066	siMXArA_1	सिंधारा_1	present_15	_present_n_1
54067	siMXa_1	सिंध_1	Sind_1	named
54068	siMXu_3	सिंधु_3	Sindh_1	named
54069	siMXuja_1	सिंधुज_1	rocksalt_1	_rocksalt/JJ_u_unknown
54070	siMXura_1	सिंधुर_1	elephant_4	_elephant_n_1
54071	siMha_3	सिंह_3	hero_18	_hero_n_1
54072	siMha-nAxa_1	सिंह-नाद_1	battlecry_1	_battlecry/NN_u_unknown
54073	siMhAvalokana_2	सिंहावलोकन_2	review_7	_review_n_of
54074	siMhAsana˚ArUDZa_1	सिंहासन˚आरूढ़_1	ruling_5	_ruling_n_1
54075	siMhalI_1	सिंहली_1	Sinhalese_1	named
54076	siMhikA_1	सिंहिका_1	demoness_14	_demoness/NN_u_unknown
54077	siMhI_1	सिंही_1	/siṅhī/_1	_/siṅhī//NN_u_unknown
54078	sikatA_1	सिकटा_1	potsherd_3	_potsherd/NN_u_unknown
54079	sikadZI_1	सिकड़ी_1	chain_9	_chain_n_of
54080	sikawA_2	सिकता_2	gravel_8	_gravel_n_1
54081	sikawA_3	सिकता_3	gallstone_1	_gallstone/NN_u_unknown
54082	sikarI_1	सिकरी_1	reg_428	_reg/NN_u_unknown
54083	sikalI_2	सिकली_2	chain_10	_chain_n_of
54084	sikalI_3	सिकली_3	polisher_1	_polisher/NN_u_unknown
54085	sikalI_4	सिकली_4	cleaner_1	_cleaner_n_of
54086	sikalI_5	सिकली_5	grinder_1	_grinder_n_1
54087	sikalIgaDZa_1	सिकलीगढ़_1	polisher_2	_polisher/NN_u_unknown
54088	sikalIgara_1	सिकलीगर_1	polisher_3	_polisher/NN_u_unknown
54089	sikalIgara_2	सिकलीगर_2	cleaner_2	_cleaner_n_of
54090	sikalIgara_3	सिकलीगर_3	grinder_2	_grinder_n_1
54091	sikahara_1	सिकहर_1	ropesling_1	_ropesling/NN_u_unknown
54092	sikudZaNa_1	सिकुड़ण_1	contraction_3	_contraction_n_1
54093	sikudZaNa_2	सिकुड़ण_2	shrinking_10	_shrink_v_1
54094	sikudZaNa_3	सिकुड़ण_3	shrinking_11	nominalization
54095	sikudZaNa_4	सिकुड़ण_4	shrivelling_1	_shrivelling/NN_u_unknown
54096	sikudZaNa_5	सिकुड़ण_5	wrinkling_1	_wrinkle_v_1
54097	sikudZaNa_6	सिकुड़ण_6	wrinkling_2	nominalization
54098	sikudZaNa_7	सिकुड़ण_7	wrinkle_7	_wrinkle_n_1
54099	sikudZaNa_8	सिकुड़ण_8	pucker_2	_pucker_n_1
54100	sikudZa_1	सिकुड़_1	shrink_2	_shrink_v_1
54101	sikudZa_2	सिकुड़_2	shrivel_9	udef_q
54102	sikudZa_3	सिकुड़_3	shrivel_10	_shrivel/NN_u_unknown
54103	sikudZa_4	सिकुड़_4	wrinkle_8	_wrinkle_v_1
54104	sikodZa_1	सिकोड़_1	contract_6	_contract_v_2
54105	sikkA_5	सिक्का_5	stamp_8	_stamp_n_1
54106	sikkA_6	सिक्का_6	coiningdie_1	_coiningdie/NN_u_unknown
54107	sikkA_7	सिक्का_7	rupee_2	_rupee_n_1
54108	sikkA_8	सिक्का_8	currency_6	_currency_n_1
54109	sikkA+banAnA_1	सिक्का+बनाना_1	money_14	_money_n_1
54110	sikkA+mAranA_1	सिक्का+मारना_1	money_15	_money_n_1
54111	sikwa_5	सिक्त_5	watered_3	_water_v_1
54112	sikwa_6	सिक्त_6	watered_4	parg_d
54113	siKa_1	सिख_1	disciple_4	_disciple_n_1
54114	siKa_2	सिख_2	pupil_5	_pupil_n_1
54115	siKa_3	सिख_3	Sikh_2	named
54116	siKanOwu_1	सिखनौतु_1	novice_1	_novice_n_at
54117	siKarana_3	सिखरन_3	spices_6	_spice_n_1
54118	siKAI_1	सिखाई_1	instruction_11	_instruction_n_of
54119	siKAI_2	सिखाई_2	advice_10	_advice_n_1
54120	siKA_5	सिखा_5	correct_7	_correct_a_1
54121	siKAnA-paDZA_1	सिखाना-पढ़ा_1	teach_8	_teach_v_1
54122	siKAnA-paDZA_2	सिखाना-पढ़ा_2	train_10	_train_v_1
54123	siKApana_1	सिखापन_1	instruction_12	_instruction_n_of
54124	siKApana_2	सिखापन_2	admonition_1	_admonition_n_1
54125	siKAvana_4	सिखावन_4	instruction_13	_instruction_n_of
54126	sijaxA_5	सिजदा_5	mosque_2	_mosque_n_1
54127	sijaxA-gAha_1	सिजदा-गाह_1	mosque_3	_mosque_n_1
54128	sijala_1	सिजल_1	colloq_13	_colloq/JJ_u_unknown
54129	siJA_1	सिझा_1	boil_13	_boil_v_1
54130	siJA_2	सिझा_2	cook_10	_cook_v_1
54131	siJA_3	सिझा_3	tan_1	_tan_v_1
54132	sitakinI_3	सिटकिनी_3	bolt_9	_bolt_n_1
54133	sittI_3	सिट्टी_3	wits_4	_wit_n_1
54134	sittI_4	सिट्टी_4	senses_2	_sense_n_of
54135	sitTI_1	सिट्ठी_1	see_161	_see_n_1
54136	sitTI_2	सिट्ठी_2	dregs_8	_dregs_n_1
54137	sitTI_3	सिट्ठी_3	lees_1	named
54138	siTAI_1	सिठाई_1	insipidity_2	_insipidity/NN_u_unknown
54139	sidZa_1	सिड़_1	madness_4	_madness_n_1
54140	sidZa_2	सिड़_2	craziness_3	_craziness/NN_u_unknown
54141	sidZa_3	सिड़_3	raving_8	_rave_v_1
54142	sidZa_4	सिड़_4	raving_9	nominalization
54143	sidZa_5	सिड़_5	drivel_2	_drivel/NN_u_unknown
54144	sidZa-billA_1	सिड़-बिल्ला_1	crazy_6	_crazy_a_1
54145	sidZA_1	सिड़ा_1	crazy_7	_crazy_a_1
54146	sidZI_1	सिड़ी_1	mad_1	_mad_a_at
54147	siwa_3	सित_3	bright_18	_bright_a_1
54148	siwopala_1	सितोपल_1	m_461	_meter_n_1
54149	siwama_3	सितम_3	injustice_8	_injustice_n_1
54150	siwama_4	सितम_4	violence_13	_violence_n_1
54151	siwama_5	सितम_5	atrocity_1	_atrocity/NN_u_unknown
54152	siwama++kara_1	सितम++कर_1	tyrannise_3	udef_q
54153	siwama++kara_2	सितम++कर_2	tyrannise_4	_tyrannise/NN_u_unknown
54154	siwama+tUtanA_1	सितम+टूटना_1	outrage_1	_outrage_n_1
54155	siwamagara_1	सितमगर_1	tyrannical_2	_tyrannical/JJ_u_unknown
54156	siwamagara_2	सितमगर_2	oppressor_6	_oppressor/NN_u_unknown
54157	siwamagara˚garI_1	सितमगर˚गरी_1	tyranny_2	_tyranny/NN_u_unknown
54158	siwA_1	सिता_1	moonlight_10	_moonlight_n_1
54159	siwAba_1	सिताब_1	speed_11	_speed_n_1
54160	siwAba_2	सिताब_2	haste_9	_haste_n_1
54161	siwAba_3	सिताब_3	quickly_17	_quick_a_1
54162	siwArA_7	सितारा_7	fortune_4	_fortune_n_1
54163	siwArA+siwAre-hiMxa_1	सितारा+सितारे-हिंद_1	m_462	_meter_n_1
54164	sixOsa_1	सिदौस_1	dawn_13	_dawn_n_1
54165	sixXa_4	सिद्ध_4	realised_7	_realize_v_1
54166	sixXa_5	सिद्ध_5	realised_8	parg_d
54167	sixXa_6	सिद्ध_6	completed_13	_complete_v_2
54168	sixXa_7	सिद्ध_7	completed_14	parg_d
54169	sixXa_8	सिद्ध_8	perfected_5	_perfect_v_1
54170	sixXa_9	सिद्ध_9	perfected_6	parg_d
54171	sixXa_10	सिद्ध_10	demonstrated_7	_demonstrate_v_to
54172	sixXa_11	सिद्ध_11	demonstrated_8	parg_d
54173	sixXa_12	सिद्ध_12	case_13	udef_q
54174	sixXa_13	सिद्ध_13	case_14	_case_n_of
54175	sixXa_14	सिद्ध_14	substantiated_3	_substantiate_v_1
54176	sixXa_15	सिद्ध_15	substantiated_4	parg_d
54177	sixXa_16	सिद्ध_16	sound_34	_sound_a_1
54178	sixXa_17	सिद्ध_17	valid_1	_valid_a_1
54179	sixXa_18	सिद्ध_18	mature_2	_mature_a_1
54180	sixXa_19	सिद्ध_19	decided_9	_decide_v_1
54181	sixXa_20	सिद्ध_20	decided_10	parg_d
54182	sixXa_21	सिद्ध_21	adjudicated_1	_adjudicated/VBN_u_unknown
54183	sixXa_22	सिद्ध_22	adjudicated_2	parg_d
54184	sixXa_23	सिद्ध_23	accepted_17	_accept_v_1
54185	sixXa_24	सिद्ध_24	accepted_18	parg_d
54186	sixXa_25	सिद्ध_25	famous_7	_famous_a_for
54187	sixXa_26	सिद्ध_26	cooked_3	_cook_v_1
54188	sixXa_27	सिद्ध_27	cooked_4	parg_d
54189	sixXa_28	सिद्ध_28	prepared_5	_prepared_a_1
54190	sixXa_29	सिद्ध_29	concocted_1	_concocted/VBN_u_unknown
54191	sixXa_30	सिद्ध_30	concocted_2	parg_d
54192	sixXa_31	सिद्ध_31	sacred_4	_sacred_a_1
54193	sixXa_32	सिद्ध_32	holy_5	_holy_a_1
54194	sixXa++kara_1	सिद्ध++कर_1	demonstrate_2	_demonstrate_v_to
54195	sixXa++kara_2	सिद्ध++कर_2	prove_7	_prove_v_to
54196	sixXa++kara_3	सिद्ध++कर_3	suborn_3	udef_q
54197	sixXa++kara_4	सिद्ध++कर_4	suborn_4	_suborn/NN_u_unknown
54198	sixXa++kara_5	सिद्ध++कर_5	settle_34	_settle_v_1
54199	sixXAMwa_4	सिद्धांत_4	philosphical_1	_philosphical/NN_u_unknown
