	id	sentence	linearization
2532	Hin_Geo_ncert_11stnd_9ch-bk1_0121	koRNa vAyu saMhawiyoM se praBAviwa hone vAle sWAnoM kA wApamAna aXika evaM SIwa vAyusaMhawiyoM se praBAviwa sWAnoM kA wApamAna kama howA hE.	(ho_1:TAM(yA_1_hE):k5(vAyu_1+saMhawi_1:pof__cn(koRNa_1)):k1(wApamAna_1:attr_gen(m):attr_num(pl):attr_per(a)):k1(wApamAna_1:r6(sWAna_1):r6(sWAna_1:mod(praBAviwa_1):mod(praBAviwa_1:jjmod(vAyusaMhawiyoM_1:nmod(evaM_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(aXika_1:attr_gen(m):attr_num(pl):attr_per(a)):ccof(SIwa_1:attr_gen(m):attr_num(sg):attr_per(a))))))):k1s(kama_1):CLAUSE_TYPE(affirmative))
2533	Hin_Geo_ncert_11stnd_9ch-bk1_0122	isI prakAra TaMdI mahAsAgarIya XArA ke praBAva ke aMwargawa Ane vAle samuxra watoM kI apekRA garma mahAsAgarIya XArA ke praBAva meM Ane vAle watoM kA wApamAna aXika howA hE.	(ho_1:TAM(wA_hE_1):attr_gen(f):attr_num(sg):attr_per(a):sent-adv(prakAra_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(yaha)):k1(apekRA_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(wApamAna_1:r6(samuxra+wata_1:attr_gen(f):attr_num(sg):attr_per(a):nmod(A_1-yA_1-yA_1:k7(praBAva_1:attr_gen(f):attr_num(sg):attr_per(a)):k7(praBAva_1:r6(XArA_1):r6(XArA_1:mod(TaMdA_1):mod(mahAsAgarIya_1):mod(garma_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(mahAsAgarIya_1)))))):k1s(aXika_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
2534	Hin_Geo_ncert_11stnd_9ch-bk1_0123	wApamAna kA viwaraNa.	(viwaraNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
2535	Hin_Geo_ncert_11stnd_9ch-bk1_0124	janavarI Ora julAI ke wApamAna ke viwaraNa kA aXyayana karake hama pUre viSva ke wApamAna viwaraNa ke bAre meM jAna sakawe hEM.	(jAna_1:TAM(0_sakawA_hE_1):vmod(aXyayana+karaka-yA_1):k1(speaker:attr_gen(-):attr_num(pl):attr_per(u)):CLAUSE_TYPE(affirmative))
2536	Hin_Geo_ncert_11stnd_9ch-bk1_0125	mAnaciwroM para wApamAna viwaraNa samAnyawaH samawApa reKAoM kI maxaxa se xarSAyA jAwA hE.	(xarSA_1:TAM(wA_hE_1):k7(mAnaciwra_1:attr_gen(m):attr_num(pl):attr_per(a)):k3(maxaxa_1:attr_gen(f):attr_num(sg):attr_per(a):r6(samawApa_1+reKA_1)):CLAUSE_TYPE(affirmative))
2537	Hin_Geo_ncert_11stnd_9ch-bk1_0127	ciwra 9.4 (a evaM ba) janavarI waWA julAI meM hone vAle XarAwala para vAyu ke wApamAna ke viwaraNa ko xarSAwA hE.	(xarSA_1:TAM(wA_hE_1):k1(ciwra_1:attr_gen(m):attr_num(sg):attr_per(a)):k7(XarAwala_1:attr_gen(m):attr_num(sg):attr_per(a):r6(evaM_1:card(94_1):ccof(ho_1-yA_1-yA_1:k7(waWA_1:ccof(janavarI:attr_gen(f):attr_num(sg):attr_per(a):pof__cn(ba_1)):ccof(julAI:attr_gen(f):attr_num(sg):attr_per(a)))))):k2(viwaraNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a):r6(vAyu_1:attr_gen(f):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
2538	Hin_Geo_ncert_11stnd_9ch-bk1_0128	sAmAnyawaH wApamAna para akRAMSa ke praBAva ko mAnaciwra meM spaRta rUpa se xeKA jA sakawA hE.	(xeKA_1:TAM(0_sakawA_hE_1):adv(sAmAnyawaH_1):k7(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):k2(praBAva_1:attr_gen(m):attr_num(sg):attr_per(a):r6(akRAMSa_1:attr_gen(m):attr_num(sg):attr_per(a))):k7(mAnaciwra_1:attr_gen(m):attr_num(sg):attr_per(a)):adv(rUpa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(spaRta_1)):CLAUSE_TYPE(affirmative))
2539	Hin_Geo_ncert_11stnd_9ch-bk1_0129	kyoMki, samawApa reKAyeM prAyaH akRAMSa ke samAnAMwara howI hEM.	(kyoMki_1:ccof(samAnAMwara+ho-wA_hE_1:k1(samawApa_1+reKA_1):adv(prAyaH_1):r6-k1(akRAMSa_1:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
2540	Hin_Geo_ncert_11stnd_9ch-bk1_0130	isa sAmAnya pravqwwi meM vicalana, viSeRa rUpa se uwwarI golArXa meM julAI kI apekRA janavarI meM aXika spaRta howA hEM.	(spaRta+ho:TAM(0_hE_1):k7(pravqwwi_1:attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(yaha):mod(sAmAnya_1)):k1(vicalana_1:attr_gen(m):attr_num(sg):attr_per(a)):adv(rUpa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(viSeRa_1)):k7p(golArXa:attr_gen(m):attr_num(sg):attr_per(a):mod(uwwarI_1:attr_ne(loc))):k1(apekRA_1:r6(julAI:attr_gen(f):attr_num(sg):attr_per(a))):k7t(janavarI:attr_gen(f):attr_num(sg):attr_per(a)):nmod__adj(aXika_1):CLAUSE_TYPE(affirmative))
2541	Hin_Geo_ncert_11stnd_9ch-bk1_0131	xakRiNI golArXa kI apekRA uwwarI golArXa meM sWalIya BAga aXika hE.	(hE_1:TAM(0_hE_1):attr_gen(m):attr_num(sg):attr_per(a):k7p(golArXa_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(apekRA_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k7p(golArXa_1:mod(xakRiNI_1:attr_ne(loc)):mod(uwwarI_1)):k1(BAga_1:attr_gen(m):attr_num(sg):attr_per(a):mod(sWalIya_1:attr_gen(m):attr_num(sg):attr_per(a))):k1s(aXika_1):CLAUSE_TYPE(affirmative))
2542	Hin_Geo_ncert_11stnd_9ch-bk1_0132	isalie BUsaMhawi Ora samuxrI XArA kA praBAva vahAz spaRta howA hE.	(spaRta+ho:TAM(wA_hE_1):rh(isalie):k1(praBAva_1:attr_gen(m):attr_num(sg):attr_per(a):r6(Ora_1:ccof(BUsaMhawi_1):ccof(XArA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(samuxrI_1)))):k7p(vahAz):CLAUSE_TYPE(affirmative))
2543	Hin_Geo_ncert_11stnd_9ch-bk1_0133	janavarI meM samawApa reKAyeM mahAsAgara ke uwwara Ora mahAxvIpoM para xakRiNa kI ora vicaliwa ho jAwI hEM.	(vicaliwa+ho:TAM(wA_hE_1):k7t(janavarI:attr_gen(f):attr_num(sg):attr_per(a)):rh(Ora_1:ccof(uwwara_1:attr_gen(m):attr_num(sg):attr_per(a):r6(samawApa_1+mahAsAgara_1:pof__cn(reKA_1:attr_ne(loc):attr_gen(f):attr_num(pl):attr_per(a)))):ccof(mahAxvIpa_1:attr_gen(m):attr_num(pl):attr_per(a))):rd(xakRiNa:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
2544	Hin_Geo_ncert_11stnd_9ch-bk1_0134	ise uwwarI atalAMtika mahAsAgara para xeKA jA sakawA hE.	(xeKA_1:TAM(0_sakawA_hE_1):k2(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k7p(mahAsAgara:attr_gen(m):attr_num(sg):attr_per(a):mod(uwwarI_1:attr_ne(loc)):pof__cn(atalAMtika_1:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
2545	Hin_Geo_ncert_11stnd_9ch-bk1_0137	yaha sAIberiyA ke mExAna para jyAxA spaRta howA hE.	(spaRta+ho:TAM(wA_hE_1):k1(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k7(mExAna_1:attr_gen(m):attr_num(sg):attr_per(a):r6(sAIberiyA)):nmod__adj(jyAxA_1):CLAUSE_TYPE(affirmative))
2546	Hin_Geo_ncert_11stnd_9ch-bk1_0140	xakRiNI golArXa meM wApamAna para mahAsAgaroM kA spaRta praBAva xeKA jAwA hE.	(xeKA_1:TAM(wA_hE_1):k7p(golArXa:attr_gen(m):attr_num(sg):attr_per(a):mod(xakRiNI_1:attr_ne(loc))):k7(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):k2(praBAva_1:attr_gen(m):attr_num(sg):attr_per(a):r6(mahAsAgara_1:attr_gen(m):attr_num(pl):attr_per(a)):mod(spaRta_1)):CLAUSE_TYPE(affirmative))
2547	Hin_Geo_ncert_11stnd_9ch-bk1_0143	julAI meM samawApa reKAyeM prAyaH akRAMSoM ke samAnAMwara calawI hEM.	(samAnAMwara+cala:TAM(wA_hE_1):k7t(julAI:attr_gen(f):attr_num(sg):attr_per(a)):k1(samawApa_1+reKA_1):adv(prAyaH_1):r6(akRAMSa_1:attr_gen(m):attr_num(pl):attr_per(a)):CLAUSE_TYPE(affirmative))
2548	Hin_Geo_ncert_11stnd_9ch-bk1_0147	ciwra 9.5 janavarI evaM julAI ke bIca wApAMwara ko praxarSiwa karawA hE.	(praxarSiwa+kara_1:TAM(wA_hE_1):k1(ciwra_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(evaM_1:ccof(janavarI:attr_gen(f):attr_num(sg):attr_per(a):pof__cn(95_1)):ccof(julAI:attr_gen(f):attr_num(sg):attr_per(a))):k2(wApAMwara_1):CLAUSE_TYPE(affirmative))
2549	Hin_Geo_ncert_11stnd_9ch-bk1_0151	wApamAna kA vyuwkramaNa.	(vyuwkramaNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
2550	Hin_Geo_ncert_11stnd_9ch-bk1_0152	sAmAnyawaH wApamAna UzcAI ke sAWa GatawA jAwA hE.	(Gata_1:TAM(wA_hE_1):ras-k2(wApamAna_1+UzcAI_1:lwg__rp(sAmAnyawaH_1)):CLAUSE_TYPE(affirmative))
2551	Hin_Geo_ncert_11stnd_9ch-bk1_0153	jise sAmAnya jZasa xara kahawe hEM.	(kaha_1:TAM(wA_hE_1):k1(jo:attr_gen(-):attr_num(sg):attr_per(a)):k2s(jZasa_1+xara_1:mod(sAmAnya_1)):CLAUSE_TYPE(affirmative))
2552	Hin_Geo_ncert_11stnd_9ch-bk1_0155	ise wApamAna kA vyuwkramaNa kahawe hEM.	(kaha_1:TAM(wA_hE_1):k2(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k2s(vyuwkramaNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
2553	Hin_Geo_ncert_11stnd_9ch-bk1_0157	sarxiyoM kI meGa vihIna laMbI rAwa waWA SAMwa vAyu, vyuwkramaNa ke lie AxarSa xaSAez hEM.	(hE_1:TAM(0_hE_1):k1(waWA_1:ccof(rAwa_1:attr_gen(f):attr_num(sg):attr_per(a):mod(vihIna_1:jjmod(meGa_1:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a):r6(sarxI_1:attr_ne(per):attr_gen(f):attr_num(pl):attr_per(a)))):mod(laMbA_1)):ccof(vAyu_1+vyuwkramaNa_1:mod(SAMwa_1))):k1(xaSA_1:attr_gen(f):attr_num(pl):attr_per(a):mod(AxarSa_1:attr_ne(per))):CLAUSE_TYPE(affirmative))
2554	Hin_Geo_ncert_11stnd_9ch-bk1_0159	XruvIya kRewroM meM varRa Bara wApamAna vyuwkramaNa honA sAmAnya hE.	(hE_1:TAM(0_hE_1):k1(vyuwkramaNa+ho-yA_1:k7p(kRewra_1:attr_gen(m):attr_num(pl):attr_per(a):mod(XruvIya_1)):k1(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(varRa_1:attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(Bara_1)))):mod(sAmAnya_1):CLAUSE_TYPE(affirmative))
2555	Hin_Geo_ncert_11stnd_9ch-bk1_0160	BUpqRTIya vyuwkramaNa vAyumaMdala ke nicale swara meM sWirawA ko baDZAvA xewA hE.	(baDZAvA+xe_1:TAM(wA_hE_1):k7(swara_1:attr_gen(m):attr_num(sg):attr_per(a):r6(vyuwkramaNa_1+vAyumaMdala_1:pof__cn(BUpqRTIya_1)):mod(nicalA_1)):k4(sWirawA_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
2556	Hin_Geo_ncert_11stnd_9ch-bk1_0162	isase sarxiyoM meM subaha ke samaya Gane kuhare kI racanA sAmAnya GatanA hE.	(hE_1:TAM(0_hE_1):rh(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k7p(sarxI_1:attr_gen(f):attr_num(pl):attr_per(a)):k7t(subaha_1:attr_gen(f):attr_num(sg):attr_per(a)):k1(racanA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(kuharA_1:attr_gen(m):attr_num(pl):attr_per(a):mod(GanA_1))):k1s(GatanA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(sAmAnya_1)):CLAUSE_TYPE(affirmative))
2557	Hin_Geo_ncert_11stnd_9ch-bk1_0163	yaha vyuwkramaNa kuCa hI GaMtoM waka rahawA hE.	(raha_1:TAM(wA_hE_1):k1(vyuwkramaNa_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(yaha)):k7t(GaMtA_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__adj(kuCa_1:lwg__rp(hI_1))):CLAUSE_TYPE(affirmative))
2558	Hin_Geo_ncert_11stnd_9ch-bk1_0165	pahAdZI Ora parvawIya kRewroM meM vAyu apavAha ke kAraNa vyuwkramaNa kI uwpawwi howI hE.	(uwpawwi+ho:TAM(wA_hE_1):k7p(Ora_1:ccof(pahAdZI_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(kRewra_1:attr_gen(m):attr_num(pl):attr_per(a):mod(parvawIya_1))):rh(vAyu_1+apavAha_1):r6-k1(vyuwkramaNa:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
2559	Hin_Geo_ncert_11stnd_9ch-bk1_0167	yaha GAtI kI walI meM garma havA ke nIce ekawra ho jAwI hE.	(ekawra+ho_1:TAM(wA_hE_1):k1(yaha):k7p(walI_1:attr_gen(f):attr_num(sg):attr_per(a):r6(GAtI_1:attr_gen(f):attr_num(sg):attr_per(a))):k7p(havA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(garma_1)):CLAUSE_TYPE(affirmative))
2560	Hin_Geo_ncert_11stnd_9ch-bk1_0169	yaha pAle se pOXeM kI rakRA karawI hE.	(rakRA+kara_1:TAM(wA_hE_1):k1(yaha:attr_gen(-):attr_num(sg):attr_per(a)):adv(pAlA_1:attr_gen(m):attr_num(pl):attr_per(a)):k2(pOXeM_1):CLAUSE_TYPE(affirmative))
2561	Hin_Geo_ncert_11stnd_9ch-bk1_0172	bahuvEkalpika praSna.	(praSna_1:attr_gen(m):attr_num(sg):attr_per(a):mod(bahuvEkalpika_1):CLAUSE_TYPE(affirmative))
2562	Hin_Geo_ncert_11stnd_9ch-bk1_0175	nimnaliKiwa meM se kisa prakriyA xvArA vAyumaMdala muKyawaH garma howA hE.	(garma+ho:TAM(wA_hE_1):k5(nimnaliKiwa):k1(prakriyA_1:attr_gen(f):attr_num(sg):attr_per(a):mod__wq(kOna_1)):k1(vAyumaMdala_1:attr_gen(m):attr_num(sg):attr_per(a)):adv(muKyawaH_1):CLAUSE_TYPE(affirmative))
2563	Hin_Geo_ncert_11stnd_9ch-bk1_0176	nimna paxoM ko usake uciwa vivaraNa ke sAWa milAez.	(milA_1:k2(paxa_1:attr_gen(m):attr_num(pl):attr_per(a):mod(nimna_1)):ras-k2(vivaraNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(vaha:attr_gen(-):attr_num(sg):attr_per(a)):mod(uciwa_1)):CLAUSE_TYPE(affirmative))
2564	Hin_Geo_ncert_11stnd_9ch-bk1_0178	nimnaliKiwa praSnoM ke uwwara lagaBaga 30 SabxoM meM xIjie.	(xe_1:TAM(ie_1):k1(uwwara_1:attr_gen(m):attr_num(sg):attr_per(a):r6(praSna_1:attr_gen(m):attr_num(pl):attr_per(a):mod(nimnaliKiwa_1))):k7(Sabxa_1:attr_gen(m):attr_num(pl):attr_per(a):card(30_1:lwg__rp(lagaBaga_1))):CLAUSE_TYPE(affirmative))
2565	Hin_Geo_ncert_11stnd_9ch-bk1_0185	una prakriyAoM kI vyAKyA kareM jinake xvArA pqWvI waWA isakA vAyumaMdala URmA saMwulana banAe raKawe hEM.	(vyAKyA+kara_1:k2(prakriyA_1:attr_gen(f):attr_num(pl):attr_per(a):nmod__adj(vaha)):nmod__relc(raKa_1-wA_hE_1-wA_hE_1:k1(jo:attr_gen(-):attr_num(pl):attr_per(a)):k7p(waWA_1:ccof(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)):ccof(vAyumaMdala_1:attr_gen(m):attr_num(sg):attr_per(a):r6(yaha:attr_gen(-):attr_num(sg):attr_per(a)))):vmod(banA_1-yA_1-yA_1:k2(URmA_1+saMwulana_1))):CLAUSE_TYPE(affirmative))
2566	Hin_Geo_ncert_11stnd_9ch-bk1_0186	janavarI meM pqWvI ke uwwarI Ora xakRiNI golArXa ke bIca wApamAna ke viSvavyApI viwaraNa kI wulanA kareM.	(wulanA+kara_1:k7t(janavarI:attr_gen(f):attr_num(sg):attr_per(a)):k7(golArXa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)):nmod(Ora_1:mod(uwwarI_1:attr_ne(loc)):mod(xakRiNI_1:attr_ne(loc)))):k2(viwaraNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(viSvavyApI_1)):CLAUSE_TYPE(affirmative))
2567	Hin_Geo_ncert_11stnd_9ch-bk1_0188	apane Sahara yA Sahara ke Asa-pAsa ke kisI veXSAlA kA pawA lagAyeM.	(pawA+lagA_1:TAM(yA_1):attr_gen(-):attr_num(sg):attr_per(a):k2(veXSAlA_1:attr_gen(m):attr_num(sg):attr_per(a):r6(yA_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(Sahara_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(Sahara_1:r6(apanA:attr_gen(-):attr_num(sg):attr_per(u)))):mod(koI:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
2568	Hin_Geo_ncert_11stnd_9ch-bk1_0189	veXaSAlA kI mOsama vijFAna saMbaMXI sAraNI meM xiye gaye wApamAna ko sAraNIbaxXa kareM.	(sAraNIbaxXa_1+kara_1:k1(mOsama_1:r6(veXaSAlA:attr_gen(f):attr_num(sg):attr_per(a))):k2(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__k2inv(xe_1-0_gayA_1-0_gayA_1:k7(sAraNI_1:attr_gen(f):attr_num(sg):attr_per(a):nmod(vijFAna_1:attr_gen(m):attr_num(sg):attr_per(a):mod(saMbaMXI_1))))):CLAUSE_TYPE(affirmative))
2569	Hin_Geo_ncert_11stnd_9ch-bk1_0190	veXaSAlA ki wuMgawA akRAMSa Ora usa samaya ko jisake lie mAXya nikAlA gayA hE, liKeM.	(liKa_1:k1(veXaSAlA_1:attr_gen(f):attr_num(sg):attr_per(a)):k1(ki_1:ccof(nikAla_1-yA_gayA_hE_1-yA_gayA_hE_1:k7t(Ora_1:ccof(akRAMSa_1:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(wuMgawA_1:attr_gen(f):attr_num(sg):attr_per(a))):ccof(samaya_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(vaha))):rt(jo:attr_gen(-):attr_num(sg):attr_per(a)):k2(mAXya_1))):CLAUSE_TYPE(affirmative))
2570	Hin_Geo_ncert_11stnd_9ch-bk1_0191	sAraNI meM wApamAna ke saMbaMXa meM xiye gaye paxoM ko pariBARiwa kareM.	(pariBARiwa_1+kara_1:k2(paxa_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__k2inv(xe_1-0_gayA_1-0_gayA_1:k7(sAraNI_1:attr_gen(f):attr_num(sg):attr_per(a)):k7(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
2571	Hin_Geo_ncert_11stnd_9ch-bk1_0192	eka mahIne waka prawixina ke wApamAna ke mAXya kI gaNanA kareM.	(gaNanA+kara_1:k7t(mahInA_1:attr_gen(m):attr_num(pl):attr_per(a):card(eka_1)):k2(mAXya_1:attr_gen(m):attr_num(sg):attr_per(a):r6(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a):r6(prawixina_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
2572	Hin_Geo_ncert_11stnd_9ch-bk1_0193	grAPa xvArA prawixina kA aXikawama mAXya wApamAna, nyUnawama mAXya wApamAna waWA kula mAXya wApamAna xarSAyeM.	(xarSA_1:TAM(yA_1):k3(grAPa_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):k7(waWA_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(mAXya_1):ccof(mAXya_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(mAXya_1:r6(prawixina_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(aXikawama_1):mod(nyUnawama_1):nmod__adj(kula_1))):k1(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
2573	Hin_Geo_ncert_11stnd_9ch-bk1_0194	vArRika wApAMwara kI gaNanA kareM.	(gaNanA+kara_1:k2(wApAMwara_1:mod(vArRika_1)):CLAUSE_TYPE(affirmative))
2574	Hin_Geo_ncert_11stnd_9ch-bk1_0195	pawA lagAyeM ki kina mahInoM ke prawixina kA mAXya wApamAna sabase aXika Ora sabase kama hE.	(pawA+lagA_1:TAM(yA_1):k2(ki_1:ccof(hE_1-0_hE_1-0_hE_1:k1(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a):r6(prawixina_1:attr_gen(m):attr_num(sg):attr_per(a):r6(mahInA_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__adj(kOna_1))):mod(mAXya_1:attr_gen(m):attr_num(sg):attr_per(a))):k1s(Ora_1:ccof(aXika_1):ccof(kama_1:jjmod__intf(sabasA_1):jjmod__intf(sabasA_1))))):CLAUSE_TYPE(affirmative))
2575	Hin_Geo_ncert_9stnd_1ch_0003	kqRi, uxyoga, wakanIkI Ora sarvAgINa ArWika vikAsa meM axBuwa pragawi huI hE.	(pragawi+ho:TAM(0_hE_1):rh(Ora_1:mod(wakanIkI_1:pof__cn(kqRi_1:attr_ne(org)):pof__cn(uxyoga_1)):ccof(vikAsa_1:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(sarvAgINa_1):mod(ArWika_1))):mod(axBuwa_1):CLAUSE_TYPE(affirmative))
2576	Hin_Geo_ncert_9stnd_1ch_0004	BArawa kA viSva iwihAsa meM BI mahawwvapUrNa yogaxAna rahA hE.	(yogaxAna+raha:TAM(0_rahA_hE_1):k7(viSva_1+iwihAsa_1:r6(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):lwg__rp(BI_1)):mod(mahawwvapUrNa_1):CLAUSE_TYPE(affirmative))
2577	Hin_Geo_ncert_9stnd_1ch_0005	BArawa eka viSAla xeSa hE.	(hE_1:TAM(0_hE_1):k1(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k1s(xeSa_1:attr_gen(m):attr_num(sg):attr_per(a):card(eka_1):mod(viSAla_1)):CLAUSE_TYPE(affirmative))
2578	Hin_Geo_ncert_9stnd_1ch_0008	muKya BUBAga ke xakRiNa-pUrva meM, aMdamAna Ora nikobAra xvIpa samUha baMgAla kI KAdZI meM waWA xakRiNa-paScima meM lakRaxvIpa xvIpa samUha araba sAgara meM sWiwa hEM.	(hE_1:TAM(0_hE_1):attr_gen(m):attr_num(sg):attr_per(a):k7p(xakRiNapUrva:attr_gen(m):attr_num(sg):attr_per(a):r6(BUBAga_1:attr_gen(m):attr_num(sg):attr_per(a):mod(muKya_1:attr_ne(loc)))):k1(Ora_1:ccof(aMdamAna:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):k7p(waWA_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a):ccof(KAdZI:attr_gen(m):attr_num(sg):attr_per(a):r6(baMgAla:attr_gen(m):attr_num(sg):attr_per(a))):ccof(xakRiNapaScima)):k7p(sAgara:nmod(samUha):nmod(samUha:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(nikobAra_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(xvIpa_1:attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(lakRaxvIpa_1:attr_ne(loc)):pof__cn(xvIpa_1)):pof__cn(araba_1:attr_gen(m):attr_num(sg):attr_per(a))):mod(sWiwa_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
2579	Hin_Geo_ncert_9stnd_1ch_0009	apanI etalasa kI sahAyawA se ina xvIpa samUhoM kA viswAra jFAwa karo.	(jFAwa+kara_1:TAM(o_1):k3(sahAyawA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(etalasa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(apanA:attr_gen(-):attr_num(sg):attr_per(u)))):k1(viswAra_1:attr_gen(m):attr_num(sg):attr_per(a):r6(xvIpa+samUha_1:nmod__adj(yaha))):CLAUSE_TYPE(affirmative))
2580	Hin_Geo_ncert_9stnd_1ch_0011	BArawa ke BUBAga kA kula kRewraPala lagaBaga 32.8 lAKa varga ki.mI. hE.	(hE_1:TAM(0_hE_1):k1(kRewraPala_1:attr_gen(m):attr_num(sg):attr_per(a):r6(BUBAga_1:attr_gen(m):attr_num(sg):attr_per(a):r6(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):nmod__adj(kula_1)):k1s(kimI_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(varga_1:attr_gen(m):attr_num(sg):attr_per(a):card(lAKa_1:lwg__rp(lagaBaga_1):mod(328_1)))):CLAUSE_TYPE(affirmative))
2581	Hin_Geo_ncert_9stnd_1ch_0012	BOgolika kRewraPala kA 2.4 prawiSawa hE.	(hE_1:TAM(0_hE_1):k1s(prawiSawa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(kRewraPala_1:attr_gen(m):attr_num(sg):attr_per(a):mod(BOgolika_1)):card(24_1)):CLAUSE_TYPE(affirmative))
2582	Hin_Geo_ncert_9stnd_1ch_0013	BArawa viSva kA sAwavAz badZA xeSa hE.	(hE_1:TAM(0_hE_1):k1(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k1s(xeSa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(viSva:attr_gen(m):attr_num(sg):attr_per(a)):ord(sAwavAz_1):mod(badZA_1)):CLAUSE_TYPE(affirmative))
